u_id,section,q_id,kapr_question,timestamp
5,3,210,0.9217171717171695,1523044573
5,3,241,1.6744334795321638,1523044459
5,3,260,0.4306891025641022,1523044610
5,3,264,0.5971170033670052,1523044595
5,3,270,0.16037581699346443,1523044361
5,3,297,0.9722222222222219,1523044390
5,3,309,0.6119162640901763,1523044583
5,3,339,1.0443722943722946,1523044622
5,3,359,0.26156793398172784,1523044436
5,4,24,0.5205238661121019,1523044734
5,4,28,0.4064454064454066,1523044664
5,4,34,0.5982905982905997,1523044853
5,4,68,0.12801627384960668,1523044722
5,4,75,1.1249187784275527,1523044935
5,4,90,0.41666666666666696,1523044781
5,4,102,0.37009035244922295,1523044822
5,4,111,0.08087013295346601,1523044829
5,4,130,0.24890481879729226,1523044650
5,4,134,0.6714665032679736,1523044842
5,4,147,0.3677476737821568,1523044763
5,4,152,0.8719715956558058,1523044868
5,4,159,0.11803832368348566,1523044886
5,4,195,1.8817204301075265,1523044675
5,4,214,0.6175595238095237,1523044878
5,4,223,0.5847953216374258,1523044789
5,4,247,0.45370370370370594,1523044803
5,4,259,0.5612148651197888,1523044927
5,4,265,0.6120071684587796,1523044948
5,4,268,0.5843649355877616,1523044660
5,4,301,0.9146825396825395,1523044714
5,4,312,0.34722222222222143,1523044902
5,4,318,0.925925925925926,1523044698
5,4,338,0.10401026026026017,1523044921
5,4,351,1.4354066985645915,1523044770
5,5,22,0.6462191358024687,1523045045
5,5,30,0.4317367220593031,1523044985
5,5,31,0.5699855699855707,1523045203
5,5,67,0.5376344086021505,1523045064
5,5,83,0.44560185185185297,1523045228
5,5,86,0.54563492063492,1523045126
5,5,98,0.5726366487455206,1523045140
5,5,104,0.09021577380952372,1523045151
5,5,129,0.18016362923770357,1523045017
5,5,137,0.5045486663133731,1523045158
5,5,146,0.7056451612903221,1523045105
5,5,153,0.65175565175565,1523045173
5,5,209,0.4953903256704981,1523045192
5,5,217,0.7407407407407414,1523045115
5,5,258,0.532670454545455,1523045217
5,5,263,0.6148440931049617,1523045253
5,5,267,0.7055852644087934,1523045006
5,5,290,0.85243974132863,1523045031
5,5,304,0.5697454420364636,1523045198
5,5,346,0.9712837837837842,1523045242
5,5,354,0.8003510045993694,1523045095
5,6,21,0.39034132171387137,1523045341
5,6,23,0.5923892642642663,1523045601
5,6,26,0.5872140522875821,1523045308
5,6,33,0.38314176245210874,1523045553
5,6,71,0.39062500000000044,1523045354
5,6,80,0.6517556517556518,1523045580
5,6,89,0.7282021604938276,1523045439
5,6,92,0.32587782587782677,1523045488
5,6,106,0.029253154253153113,1523045500
5,6,132,0.4077230639730638,1523045319
5,6,133,0.46515918195235084,1523045480
5,6,140,0.672043010752688,1523045434
5,6,156,0.8293972109761576,1523045518
5,6,188,0.6734006734006739,1523045494
5,6,213,0.8668154761904763,1523045529
5,6,248,1.6491754122938538,1523045454
5,6,257,0.5555555555555554,1523045573
5,6,272,0.7407407407407408,1523045299
5,6,294,0.8161976911976905,1523045367
5,6,349,0.0982337379396192,1523045584
5,6,360,0.37963554987212156,1523045451
5,7,17,0.5353009259259256,1523045664
5,7,81,0.5872140522875791,1523045805
5,7,91,0.5726366487455197,1523045830
5,7,100,0.5872140522875817,1523045713
5,7,109,0.09290006325110767,1523045845
5,7,112,0.23630401234567966,1523045722
5,7,113,0.1378795219638258,1523045820
5,7,142,0.918615984405458,1523045675
5,7,205,0.030860692625398478,1523045757
5,7,251,0.758547008547009,1523045681
5,7,253,0.06831601034499624,1523045782
5,7,274,0.4629629629629629,1523045623
5,7,298,0.7870370370370369,1523045636
5,7,305,0.2797906602254425,1523045770
5,7,322,0.8197921241399506,1523045646
5,7,340,0.04461889425657617,1523045791
5,7,356,0.8212560386473431,1523045689
5,8,13,0.7146990740740742,1523045897
5,8,74,0.6105951152390778,1523046011
5,8,77,0.397509578544061,1523046007
5,8,82,0.6714665032679745,1523045993
5,8,93,0.4910714285714297,1523045945
5,8,114,0.163921188630491,1523045955
5,8,139,0.6259600614439322,1523045911
5,8,212,0.03003540597525678,1523046039
5,8,216,0.0326879910213238,1523045970
5,8,255,0.9803921568627443,1523045983
5,8,266,0.8243727598566308,1523045878
5,8,300,0.7692307692307689,1523045905
5,8,341,0.09514790764790781,1523045997
5,8,353,0.6724484665661135,1523045930
5,9,19,0.45553574965339605,1523046104
5,9,20,0.5726366487455188,1523046267
5,9,78,0.7221168037107315,1523046207
5,9,97,0.4261363636363633,1523046176
5,9,105,0.16484287317620705,1523046253
5,9,110,0.07882882882882924,1523046162
5,9,124,0.19763042612504922,1523046109
5,9,149,0.6593231162196673,1523046272
5,9,150,0.5984322390572383,1523046130
5,9,165,0.10599785891368185,1523046198
5,9,200,1.0942760942760943,1523046077
5,9,211,0.031732670621559045,1523046183
5,9,269,0.9176587301587303,1523046063
5,9,292,0.782941862402132,1523046090
5,9,310,0.43823326432022025,1523046192
5,9,328,1.428571428571428,1523046145
5,9,342,0.03547378547378699,1523046248
5,9,343,0.03175881195204866,1523046221
5,9,345,0.10401026026025928,1523046240
5,9,358,0.4422514619883051,1523046140
5,10,18,0.6175595238095233,1523046338
5,10,94,0.6517556517556509,1523046405
5,10,95,0.5872140522875791,1523046460
5,10,141,0.7996632996633011,1523046478
5,10,148,0.7669196710942434,1523046366
5,10,207,0.029928918817808903,1523046412
5,10,208,0.15598581775052445,1523046524
5,10,271,0.42305236270753355,1523046512
5,10,276,0.7006448412698418,1523046498
5,10,277,0.82010582010582,1523046311
5,10,291,0.28292181069958744,1523046516
5,10,293,0.17415534656913945,1523046347
5,10,311,1.2784090909090904,1523046418
5,10,348,0.04461889425657617,1523046433
5,10,350,0.863095238095239,1523046455
5,10,352,0.5125661375661381,1523046359
5,10,355,0.6105743424583991,1523046447
6,1,23,0.5923892642642641,1522793323
6,1,29,0.5344742063492058,1522793185
6,1,32,0.586419753086421,1522793559
6,1,54,0.6944444444444438,1522793470
6,1,67,0.5376344086021496,1522793298
6,1,84,0.6779813218390807,1522793639
6,1,85,0.20424836601307206,1522793420
6,1,96,0.7125998547567187,1522793525
6,1,131,0.29090393075067417,1522793132
6,1,146,0.6174395161290311,1522793391
6,1,155,0.36549707602338977,1522793578
6,1,165,0.20518743896025882,1522793551
6,1,187,0.6944444444444446,1522793462
6,1,208,0.6270976859212158,1522793597
6,1,221,0.6734006734006739,1522793366
6,1,260,0.430689102564104,1522793629
6,1,262,0.8417508417508426,1522793665
6,1,270,0.16037581699346393,1522793197
6,1,298,0.4074074074074072,1522793273
6,1,322,0.81979212413995,1522793314
6,1,348,0.7917337627482546,1522793652
6,1,360,0.37963554987212245,1522793436
6,1,363,0.3540519276160504,1522793217
6,2,16,0.5384729649435531,1522793833
6,2,26,0.5872140522875808,1522793771
6,2,35,0.22977522977522824,1522793998
6,2,46,0.040849673202614234,1522793912
6,2,70,1.1190334719746495,1522793801
6,2,73,0.5002986857825551,1522794043
6,2,88,0.6349206349206353,1522793862
6,2,93,0.4910714285714288,1522793938
6,2,104,0.7837301587301582,1522793923
6,2,127,0.5847953216374264,1522793724
6,2,138,0.5029616013071889,1522793894
6,2,148,0.7669196710942447,1522793874
6,2,151,0.7638888888888893,1522793964
6,2,202,1.2762762762762756,1522793745
6,2,226,0.08680555555555536,1522793854
6,2,239,0.18518518518518512,1522794051
6,2,263,1.332162201727419,1522794028
6,2,269,0.9176587301587307,1522793764
6,2,346,0.7632632632632657,1522794010
6,2,359,0.26156793398172695,1522793881
6,3,19,0.45553574965339655,1522794108
6,3,95,0.5872140522875813,1522794176
6,3,136,0.3713207342239595,1522794163
6,3,153,0.5699855699855698,1522794232
6,3,238,0.14619883040935688,1522794259
6,3,264,0.5971170033670035,1522794274
6,3,300,0.3739316239316239,1522794103
6,3,354,0.5242374727668839,1522794140
6,4,15,0.5642361111111109,1522794354
6,4,30,0.14866405995438253,1522794321
6,4,33,0.38314176245210785,1522794481
6,4,75,0.5238791423001947,1522794524
6,4,89,0.15432098765432167,1522794406
6,4,101,0.550811722538477,1522794445
6,4,107,0.011288565605454437,1522794431
6,4,128,0.21981406810035886,1522794334
6,4,137,0.5045486663133723,1522794419
6,4,154,0.5376344086021505,1522794475
6,4,228,0.008648758648759136,1522794372
6,4,229,0.3367003367003365,1522794496
6,4,258,0.5326704545454541,1522794517
6,4,261,0.4060195779303335,1522794502
6,4,273,0.6910403050108942,1522794326
6,4,353,0.6724484665661139,1522794395
6,5,25,0.22522522522522537,1522794563
6,5,31,0.5699855699855698,1522794719
6,5,83,0.44560185185185297,1522794752
6,5,86,0.1736111111111116,1522794665
6,5,102,0.37009035244922295,1522794698
6,5,103,0.2930402930402938,1522794682
6,5,129,0.18016362923770357,1522794569
6,5,133,0.46515918195234995,1522794688
6,5,144,0.6593231162196664,1522794633
6,5,156,0.8293972109761576,1522794713
6,5,199,1.1904761904761907,1522794548
6,5,217,0.05144032921810737,1522794654
6,5,255,0.9803921568627443,1522794758
6,5,265,0.5340501792114694,1522794783
6,5,268,0.8907004830917871,1522794577
6,5,325,1.0141093474426808,1522794601
6,5,355,0.6105743424584014,1522794623
6,6,14,0.4389880952380958,1522794834
6,6,22,0.6462191358024683,1522794975
6,6,28,0.40644540644540617,1522794811
6,6,69,0.7575757575757587,1522794841
6,6,76,0.6714665032679754,1522794995
6,6,90,0.2777777777777777,1522794881
6,6,97,0.4261363636363651,1522794928
6,6,113,0.03351098191214508,1522794908
6,6,135,1.092728758169935,1522794915
6,6,149,0.6593231162196673,1522794885
6,6,152,0.8719715956558067,1522794943
6,6,203,1.3157894736842102,1522794805
6,6,256,0.24332196646774662,1522795005
6,6,267,0.8095662507427213,1522794818
6,6,314,0.913978494623656,1522794859
6,7,18,0.6175595238095235,1522795073
6,7,77,0.397509578544061,1522795150
6,7,99,0.33234126984126977,1522795188
6,7,100,0.5872140522875808,1522795113
6,7,112,0.318287037037037,1522795099
6,7,271,0.548105576841209,1522795048
6,7,358,0.4422514619883039,1522795061
6,7,369,0.334021023676196,1522795033
6,8,20,1.278281810035842,1522795257
6,8,81,0.5872140522875817,1522795322
6,8,139,1.3018433179723503,1522795240
6,8,274,2.762308848227703e-4,1522795222
6,8,292,0.541395968682326,1522795263
6,8,341,0.2056277056277045,1522795326
6,9,13,0.8043981481481481,1522795404
6,9,17,2.7770611168431714e-4,1522795485
6,9,80,1.9515532641967148e-4,1522795451
6,9,91,0.5726366487455192,1522795437
6,10,21,2.4591306537513624e-4,1522795527
6,10,92,0.3258778258778259,1522795572
6,10,142,0.9186159844054589,1522795589
6,10,196,0.9856630824372754,1522795600
6,10,237,1.1784511784511782,1522795577
6,10,266,0.924731182795699,1522795606
6,10,272,0.8531746031746037,1522795631
6,10,276,0.810185185185185,1522795507
6,10,350,0.8630952380952378,1522795558
6,10,351,0.25612484494063437,1522795562
7,1,15,0.5642361111111125,1522698076
7,1,29,0.5344742063492061,1522697931
7,1,36,0.9499007936507962,1522698347
7,1,46,0.040849673202613346,1522698210
7,1,62,0.04960317460317354,1522697981
7,1,67,0.6272401433691748,1522698064
7,1,75,0.5238791423001956,1522698420
7,1,85,0.7367027270678381,1522698138
7,1,94,0.6517556517556518,1522698265
7,1,108,0.700379867046534,1522698244
7,1,129,0.18016362923770338,1522697885
7,1,133,0.46515918195234995,1522698224
7,1,146,0.7056451612903238,1522698115
7,1,156,1.6231818863397791,1522698287
7,1,161,2.9615716544206805e-4,1522698332
7,1,170,0.21722602367763777,1522698238
7,1,190,0.6535947712418313,1522698202
7,1,194,1.8817204301075263,1522697897
7,1,214,0.4513888888888893,1522698323
7,1,218,0.6349206349206336,1522698108
7,1,239,0.9259259259259238,1522698365
7,1,257,0.5555555555555571,1522698384
7,1,265,0.5340501792114694,1522698438
7,1,276,0.8101851851851847,1522697943
7,1,295,0.4509379509379512,1522698023
7,1,306,1.0052910052910065,1522698338
7,1,323,1.0889292196007263,1522698047
7,1,343,0.907474503488995,1522698429
7,1,350,1.041666666666666,1522698156
7,1,364,0.19744008714597072,1522697968
7,2,14,0.43898809523809534,1522698543
7,2,27,0.4603880855271285,1522698463
7,2,32,0.5864197530864192,1522698773
7,2,45,0.5376344086021518,1522698705
7,2,71,0.2604166666666661,1522698603
7,2,74,0.6879944960440341,1522698805
7,2,88,0.6349206349206353,1522698649
7,2,92,0.32587782587782677,1522698690
7,2,117,0.25941890166028125,1522698556
7,2,127,0.29239766081871377,1522698518
7,2,134,0.6714665032679727,1522698696
7,2,150,2.0403417629033527e-4,1522698612
7,2,151,0.8333333333333321,1522698728
7,2,162,3.0729432219267494e-4,1522698764
7,2,208,0.7397102985338275,1522698749
7,2,226,0.08680555555555536,1522698665
7,2,259,0.5612148651197888,1522698816
7,2,261,0.4060195779303335,1522698823
7,2,271,1.5485312899106,1522698472
7,2,296,1.264367816091954,1522698570
7,2,347,1.1101154918359217,1522698798
7,2,357,1.5323803335499244,1522698623
7,2,368,0.36799620132953503,1522698506
7,3,22,0.6462191358024683,1522698917
7,3,26,0.5872140522875818,1522698841
7,3,35,0.4493129493129491,1522699075
7,3,69,0.8417508417508426,1522698933
7,3,84,0.6779813218390807,1522699113
7,3,86,0.54563492063492,1522698970
7,3,95,0.7148692810457504,1522699041
7,3,106,0.813152896486228,1522699004
7,3,128,0.6608422939068097,1522698874
7,3,136,0.3713207342239606,1522699054
7,3,145,0.6071106603560983,1522698985
7,3,155,0.3654970760233933,1522699082
7,3,157,0.0015879065040653728,1522699064
7,3,181,0.23809523809523903,1522698995
7,3,199,1.1904761904761911,1522698854
7,3,207,0.7610830527497185,1522699092
7,3,256,0.7495026996305789,1522699131
7,3,263,0.6148440931049599,1522699119
7,3,269,0.9176587301587302,1522698865
7,3,299,1.3144841269841279,1522698899
7,3,312,0.34722222222222143,1522699097
7,3,342,0.9415584415584402,1522699150
7,3,358,0.44225146198830334,1522698961
7,4,23,0.5923892642642645,1522699222
7,4,28,0.4064454064454064,1522699179
7,4,34,0.5982905982905979,1522699358
7,4,54,0.7812500000000009,1522699303
7,4,72,0.23643295702119183,1522699215
7,4,79,0.495390325670499,1522699398
7,4,89,0.7282021604938267,1522699257
7,4,97,0.4261363636363633,1522699293
7,4,114,0.09689922480619995,1522699325
7,4,132,0.40772306397306324,1522699162
7,4,138,0.5029616013071916,1522699341
7,4,149,0.6593231162196669,1522699228
7,4,154,0.5376344086021501,1522699364
7,4,212,0.7195071010860481,1522699370
7,4,223,0.5847953216374266,1522699269
7,4,244,0.47028253549992804,1522699281
7,4,258,0.532670454545455,1522699391
7,4,262,0.8417508417508408,1522699405
7,4,268,0.8907004830917876,1522699174
7,4,300,0.7692307692307687,1522699205
7,4,304,0.42612659098727157,1522699385
7,4,353,0.860985419808951,1522699234
7,5,19,0.45553574965339694,1522699461
7,5,30,0.4317367220593031,1522699419
7,5,33,0.38314176245210696,1522699592
7,5,70,0.4555357496533965,1522699478
7,5,78,0.7221168037107333,1522699609
7,5,90,0.41666666666666696,1522699522
7,5,91,0.5726366487455188,1522699539
7,5,110,0.6822447447447448,1522699545
7,5,130,0.24890481879729243,1522699436
7,5,137,0.5045486663133731,1522699566
7,5,141,0.7996632996632993,1522699510
7,5,152,0.8719715956558076,1522699573
7,5,205,0.7397102985338284,1522699583
7,5,264,0.5971170033670052,1522699623
7,5,273,0.6910403050108935,1522699431
7,5,293,0.6334900731452455,1522699443
7,5,344,0.9074745034889933,1522699619
7,5,355,0.6105743424584,1522699497
7,6,20,0.572636648745519,1522699664
7,6,24,0.5205238661121019,1522699822
7,6,25,0.7507507507507509,1522699641
7,6,31,0.5699855699855689,1522699795
7,6,68,0.1565130471380467,1522699671
7,6,83,0.44560185185185297,1522699807
7,6,87,0.4423436041083102,1522699726
7,6,101,0.5508117225384774,1522699746
7,6,109,0.807769344296859,1522699753
7,6,131,0.3559434274632236,1522699656
7,6,135,0.5029616013071889,1522699742
7,6,140,0.6720430107526876,1522699722
7,6,153,0.5699855699855707,1522699780
7,6,211,0.7610830527497194,1522699788
7,6,220,0.7662835249042148,1522699709
7,6,260,0.4306891025641022,1522699804
7,6,267,0.8095662507427215,1522699634
7,6,298,0.4814814814814823,1522699683
7,6,338,0.8758758758758756,1522699811
7,6,359,0.26156793398172695,1522699730
7,7,13,0.714699074074074,1522699865
7,7,43,0.673400673400673,1522700014
7,7,76,0.6714665032679745,1522699969
7,7,100,0.5872140522875817,1522699899
7,7,102,0.37009035244922295,1522700009
7,7,104,0.7837301587301608,1522699988
7,7,107,1.1503795066413645,1522700025
7,7,112,0.8101851851851851,1522699905
7,7,144,0.6593231162196673,1522699875
7,7,209,0.06510416666666607,1522699927
7,7,230,0.1388888888888884,1522699964
7,7,235,0.16339869281045694,1522699980
7,7,248,0.6746626686656674,1522699882
7,7,255,0.9803921568627461,1522699937
7,7,274,0.578703703703704,1522699839
7,7,297,0.972222222222222,1522699853
7,7,361,0.40672065927820444,1522699888
7,8,18,0.6175595238095231,1522700072
7,8,73,0.500298685782556,1522700188
7,8,77,0.3975095785440619,1522700206
7,8,80,0.6517556517556518,1522700213
7,8,96,0.7125998547567169,1522700138
7,8,103,0.2930402930402938,1522700142
7,8,143,1.3888888888888888,1522700087
7,8,165,0.07183908045977105,1522700225
7,8,210,0.021043771043773418,1522700255
7,8,216,0.8333333333333321,1522700160
7,8,217,0.05144032921810604,1522700104
7,8,221,0.673400673400673,1522700236
7,8,229,0.16835016835016958,1522700176
7,8,254,0.7765830346475502,1522700179
7,8,272,0.8531746031746033,1522700052
7,8,301,0.9146825396825393,1522700076
7,8,341,0.9415584415584402,1522700194
7,8,351,0.6290979975190507,1522700118
7,9,17,0.5353009259259256,1522700451
7,9,21,0.3903413217138707,1522700290
7,9,81,0.5872140522875817,1522700383
7,9,82,0.6714665032679736,1522700407
7,9,98,0.5726366487455197,1522700370
7,9,111,0.7003798670465331,1522700348
7,9,113,0.23094315245478292,1522700443
7,9,139,0.62596006144393,1522700454
7,9,147,0.36774767378215634,1522700313
7,9,159,0.0801282051282044,1522700417
7,9,185,0.5555555555555562,1522700343
7,9,188,0.673400673400673,1522700422
7,9,215,0.8333333333333321,1522700374
7,9,236,0.07936507936507908,1522700400
7,9,277,0.91765873015873,1522700263
7,9,290,0.8524397413286304,1522700280
7,9,321,0.81979212413995,1522700298
7,9,339,0.9415584415584437,1522700428
7,9,346,0.8758758758758738,1522700437
7,9,349,0.06127450980392268,1522700393
7,9,354,1.4463810215444193,1522700321
7,10,16,0.5384729649435533,1522700482
7,10,93,1.2907848324514992,1522700537
7,10,99,0.33234126984127066,1522700507
7,10,142,0.9186159844054589,1522700491
7,10,148,0.7669196710942447,1522700553
7,10,206,0.8605723180076623,1522700603
7,10,213,0.7837301587301582,1522700511
7,10,228,0.008648758648759358,1522700503
7,10,266,0.9247311827956981,1522700573
7,10,270,0.330065359477123,1522700558
7,10,275,0.887523468168629,1522700470
7,10,291,1.3888888888888893,1522700580
7,10,340,0.9074745034889959,1522700519
7,10,352,1.2896825396825404,1522700525
7,10,356,0.7145732689210949,1522700533
7,10,360,0.3796355498721222,1522700487
8,1,23,0.5923892642642643,1522698836
8,1,27,0.15835496230379434,1522698453
8,1,31,0.5699855699855698,1522699786
8,1,44,0.0638569604086845,1522699368
8,1,100,0.5029616013071907,1522699507
8,1,114,0.09689922480620172,1522699480
8,1,138,0.5029616013071903,1522699408
8,1,144,2.2479478902814876e-4,1522699226
8,1,154,0.5376344086021505,1522699654
8,1,212,0.7195071010860481,1522699691
8,1,224,0.09578544061302674,1522699277
8,1,255,0.9803921568627452,1522700023
8,1,263,0.6148440931049635,1522700147
8,1,270,0.16037581699346368,1522698555
8,1,301,0.4940476190476186,1522698859
8,1,323,0.967937084089534,1522698710
8,1,349,0.06127450980392002,1522700178
8,2,16,2.5677156436598736e-4,1522700703
8,2,30,0.43173672205930347,1522700619
8,2,70,0.45553574965339694,1522700813
8,2,73,0.31660692951015523,1522701594
8,2,90,0.4166666666666665,1522701076
8,2,98,2.730824927592579e-4,1522701361
8,2,109,0.979074425469113,1522701251
8,2,132,0.40772306397306357,1522700576
8,2,152,0.8719715956558067,1522701448
8,2,211,0.6453423120089781,1522701487
8,2,221,0.7575757575757573,1522700978
8,2,230,0.13888888888889017,1522701575
8,2,254,0.7765830346475502,1522701617
8,2,261,0.4060195779303326,1522701651
8,2,297,0.9722222222222223,1522700753
8,2,358,0.011777128005197923,1522700877
8,2,372,0.15294312169312174,1522700636
8,3,13,0.7146990740740735,1522701761
8,3,25,0.7507507507507505,1522701668
8,3,32,0.5864197530864192,1522702044
8,3,78,0.636464263124604,1522702130
8,3,88,0.6349206349206353,1522701875
8,3,93,0.0782627865961194,1522701942
8,3,136,0.3713207342239615,1522701966
8,3,145,0.5183682668469687,1522701899
8,3,156,0.8293972109761576,1522702036
8,3,259,0.5612148651197897,1522702179
8,3,262,0.8417508417508417,1522702078
8,3,348,0.02893518518518512,1522702167
8,3,351,1.4354066985645928,1522701815
9,1,26,0.16595179738562127,1522793259
9,1,72,0.020424836601306895,1522793358
9,1,90,0.2777777777777778,1522793436
9,1,91,0.48443100358422986,1522793538
9,1,113,0.09689922480620217,1522793520
9,1,130,0.13440860215053763,1522793216
9,1,138,0.5029616013071894,1522793507
9,1,156,0.10777477882741016,1522793577
9,1,165,0.07183908045976928,1522793609
9,1,262,0.8417508417508408,1522793685
9,1,297,0.4722222222222223,1522793316
9,1,338,0.05630630630630673,1522793669
9,1,359,0.2615679339817272,1522793463
9,2,29,0.5344742063492058,1522793714
9,2,36,0.4563492063492056,1522794032
9,2,68,0.12801627384960756,1522793846
9,2,75,0.5238791423001956,1522794074
9,2,85,0.6479603335587107,1522793916
9,2,112,0.15432098765432078,1522793937
9,2,129,0.18016362923770346,1522793763
9,2,134,0.6714665032679736,1522793967
9,2,154,0.537634408602151,1522794003
9,2,215,0.06313131313131226,1522794012
9,2,259,0.5612148651197888,1522794087
9,2,264,0.5971170033670035,1522794095
9,2,290,0.3821281599059374,1522793831
9,2,321,0.30742204655248095,1522793809
9,2,351,0.25612484494063414,1522793889
9,3,15,2.538174139055105e-4,1522794212
9,3,30,0.4317367220593031,1522794116
9,3,35,0.39784102284102385,1522794341
9,3,69,0.7575757575757576,1522794223
9,3,81,0.5872140522875808,1522794377
9,3,87,0.4423436041083102,1522794252
9,3,94,0.6517556517556526,1522794308
9,3,108,0.02670940170940117,1522794298
9,3,127,0.584795321637426,1522794157
9,3,137,0.5045486663133723,1522794321
9,3,141,0.7189955106621766,1522794268
9,3,155,0.36549707602339154,1522794349
9,3,181,0.23809523809523814,1522794286
9,3,208,0.11261261261261346,1522794363
9,3,253,0.06831601034499446,1522794418
9,3,263,0.6148440931049626,1522794401
9,3,273,2.3560869587813116e-4,1522794148
9,3,293,0.17415534656913945,1522794192
9,3,345,0.05630630630630584,1522794426
9,3,350,0.8630952380952386,1522794235
9,4,13,2.7770611168387305e-4,1522794530
9,4,28,0.4064454064454064,1522794469
9,4,71,0.390625,1522794521
9,4,77,2.2479478902859285e-4,1522794734
9,4,88,0.6349206349206349,1522794576
9,4,100,2.6084350148636304e-4,1522794611
9,4,114,0.09689922480620172,1522794632
9,4,128,0.6608422939068095,1522794446
9,4,135,0.5029616013071903,1522794644
9,4,150,2.04034176289003e-4,1522794541
9,4,222,1.8415392321635693e-4,1522794587
9,4,257,0.5555555555555554,1522794711
9,4,265,0.5340501792114694,1522794752
9,4,277,0.9176587301587305,1522794457
9,4,295,0.3652597402597402,1522794509
9,4,341,0.05952380952380931,1522794697
9,4,360,0.37963554987212333,1522794558
9,5,17,2.777061116845392e-4,1522794824
9,5,25,0.7507507507507505,1522794772
9,5,34,0.5982905982905975,1522794976
9,5,67,0.5376344086021498,1522794846
9,5,86,0.5456349206349205,1522794897
9,5,99,2.4229964890354339e-4,1522794913
9,5,132,0.29408670033670037,1522794802
9,5,133,0.46515918195235084,1522794927
9,5,149,2.2479478902770467e-4,1522794873
9,5,153,0.5699855699855703,1522794941
9,5,210,0.021043771043770754,1522794959
9,5,261,0.4060195779303344,1522795019
9,5,274,2.762308848222039e-4,1522794798
9,6,19,2.567715643662649e-4,1522795066
9,6,23,0.5114489489489493,1522795274
9,6,27,0.4603880855271285,1522795043
9,6,33,0.38314176245210785,1522795230
9,6,70,0.45553574965339716,1522795075
9,6,76,2.010798352758414e-4,1522795250
9,6,89,0.7282021604938276,1522795125
9,6,93,2.4229964890443156e-4,1522795181
9,6,103,0.14245014245014165,1522795190
9,6,145,2.117956885658856e-4,1522795118
9,6,152,0.8719715956558067,1522795213
9,6,301,0.49404761904761896,1522795090
9,6,348,0.02893518518518423,1522795257
9,6,354,1.4463810215444197,1522795139
9,7,22,2.538174139051332e-4,1522795319
9,7,82,2.0107983527567486e-4,1522795438
9,7,95,2.608435014870967e-4,1522795377
9,7,97,2.4974547678335846e-4,1522795484
9,7,107,0.06127450980392129,1522795383
9,7,144,2.2479478902805226e-4,1522795334
9,7,260,0.43068910256410314,1522795419
9,8,20,2.730824927592112e-4,1522795540
9,8,73,2.1742043837624792e-4,1522795700
9,8,78,2.044213379142068e-4,1522795694
9,8,80,1.9515532641989353e-4,1522795680
9,8,101,2.6517814422949426e-4,1522795615
9,8,146,2.1051466625565673e-4,1522795580
9,8,256,0.7495026996305769,1522795659
9,8,268,2.4770704345520163e-4,1522795512
